Start Time,End Time,Packet Count,Packets/sec,Bytes/sec,Bits/sec,Average Packet Size,duration
1742995808.274866,1742995808.594002,40,125.34,"1,082,096.9854342712",8656775.88,8633.40,319.136
1742995808.594002,1742995808.908524,104,330.66,"3,116,538.4705439126",24932307.76,9425.19,314.522
1742995808.908524,1742995809.284476,84,223.43,"2,105,119.7723674374",16840958.18,9421.71,375.952
1742995809.284476,1742995809.657884,85,227.63,"2,141,481.545859815",17131852.37,9407.60,373.408
1742995809.657884,1742995809.972781,70,222.29,"2,094,398.7192964125",16755189.75,9421.71,314.897
1742995809.972781,1742995810.345074,84,225.63,"2,125,809.536215586",17006476.29,9421.71,372.293
1742995810.345074,1742995810.719699,85,226.89,"2,134,524.0419400353",17076192.34,9407.60,374.625
1742995810.719699,1742995811.095074,84,223.78,"2,108,355.4622357073",16866843.70,9421.71,375.375
1742995811.095074,1742995811.492566,84,211.32,"1,991,042.99170287",15928343.93,9421.71,397.492
1742995811.492566,1742995811.843914,84,239.08,"2,252,536.4391352143",18020291.51,9421.71,351.348
1742995811.843914,1742995812.207394,83,228.35,"2,154,732.9081188156",17237863.26,9436.17,363.480
1742995812.207394,1742995812.531181,72,222.37,"2,087,679.72968539",16701437.84,9388.39,323.787
1742995812.531181,1742995812.906889,84,223.58,"2,106,487.7108779927",16851901.69,9421.71,375.708
1742995812.906889,1742995813.280862,84,224.62,"2,116,258.987652983",16930071.90,9421.71,373.973
1742995813.280862,1742995813.655673,84,224.11,"2,111,528.5816582073",16892228.65,9421.71,374.811
1742995813.655673,1742995814.029861,84,224.49,"2,115,044.078207891",16920352.63,9421.71,374.188
1742995814.029861,1742995814.405066,84,223.88,"2,109,310.6852891613",16874485.48,9421.71,375.205
1742995814.405066,1742995814.720109,72,228.54,"2,149,725.7802216765",17197806.24,9406.33,315.043
1742995814.720109,1742995815.091665,83,223.38,"2,104,420.0825580284",16835360.66,9420.60,371.556
1742995815.091665,1742995815.40746,73,231.16,"2,182,916.514122639",17463332.11,9443.21,315.795
1742995815.40746,1742995815.779001,82,220.70,"2,071,943.4781577508",16575547.83,9387.95,371.541
1742995815.779001,1742995816.096017,71,223.96,"2,106,336.0823307596",16850688.66,9404.82,317.016
1742995816.096017,1742995816.410411,71,225.83,"2,128,011.367820764",17024090.94,9423.01,314.394
1742995816.410411,1742995816.779903,83,224.63,"2,116,175.4131537615",16929403.31,9420.60,369.492
1742995816.779903,1742995817.094958,72,228.53,"2,149,642.812955896",17197142.50,9406.33,315.055
1742995817.094958,1742995817.465218,83,224.17,"2,111,786.311015639",16894290.49,9420.60,370.260
