Start Time,End Time,Packet Count,Packets/sec,Bytes/sec,Bits/sec,Average Packet Size,duration
1742995808.274866,1742995809.408793,256,225.76,"2,099,595.7202055324",16796765.76,9299.95,1133.927
1742995809.408793,1742995810.509211,253,229.91,"2,165,080.72692985",17320645.82,9416.97,1100.418
1742995810.509211,1742995811.613492,242,219.15,"2,063,905.9315558684",16511247.45,9417.90,1104.281
1742995811.613492,1742995812.719217,250,226.10,"2,128,876.4327609935",17031011.46,9415.81,1105.725
1742995812.719217,1742995813.821439,251,227.72,"2,146,618.44296",17172947.54,9426.49,1102.222
1742995813.821439,1742995814.966835,254,221.76,"2,087,239.707607128",16697917.66,9412.27,1145.396
1742995814.966835,1742995816.096017,254,224.94,"2,117,210.7706592637",16937686.17,9412.27,1129.182
1742995816.096017,1742995817.215387,253,226.02,"2,128,423.6019321918",17027388.82,9416.97,1119.370
1742995817.215387,1742995818.339328,253,225.10,"2,119,767.9569330635",16958143.66,9416.97,1123.941
1742995818.339328,1742995819.481313,207,181.26,"1,707,568.9288208855",13660551.43,9420.38,1141.985
1742995819.481313,1742995820.587896,281,253.93,"2,413,163.508013408",19305308.06,9503.08,1106.583
1742995820.587896,1742995821.712066,265,235.73,"2,225,850.526315611",17806804.21,9442.39,1124.170
1742995821.712066,1742995822.837983,254,225.59,"2,123,350.202091377",16986801.62,9412.27,1125.917
1742995822.837983,1742995823.966878,253,224.11,"2,110,465.460870902",16883723.69,9416.97,1128.895
1742995823.966878,1742995825.086798,255,227.69,"2,142,061.903663925",17136495.23,9407.60,1119.920
1742995825.086798,1742995826.208943,252,224.57,"2,115,833.6330931536",16926669.06,9421.71,1122.145
1742995826.208943,1742995827.33301,254,225.97,"2,126,844.623284851",17014756.99,9412.27,1124.067
1742995827.33301,1742995828.457198,253,225.05,"2,119,302.2108090753",16954417.69,9416.97,1124.188
1742995828.457198,1742995829.581433,252,224.15,"2,119,154.5142690395",16953236.11,9454.08,1124.235
1742995829.581433,1742995830.707274,153,135.90,"1,284,904.4629735083",10279235.70,9454.89,1125.841
1742995830.707274,1742995831.84713,112,98.26,"934,826.7732417914",7478614.19,9514.00,1139.856
1742995831.84713,1742995833.00463,77,66.52,"632,896.7446157053",5063173.96,9514.00,1157.500
1742995833.00463,1742995834.210815,70,58.03,"552,137.5867435867",4417100.69,9514.00,1206.185
1742995834.210815,1742995835.396186,109,91.95,"874,853.4084094575",6998827.27,9514.00,1185.371
1742995835.396186,1742995836.534591,69,60.61,"576,654.2563449566",4613234.05,9514.00,1138.405
1742995836.534591,1742995837.636187,65,59.01,"561,376.3433308898",4491010.75,9514.00,1101.596
1742995837.636187,1742995839.000108,181,132.71,"1,262,561.4622157188",10100491.70,9514.00,1363.921
1742995839.000108,1742995840.220844,88,72.09,"685,841.9688156843",5486735.75,9514.00,1220.736
1742995840.220844,1742995841.532922,139,105.94,"1,007,901.9699225222",8063215.76,9514.00,1312.078
1742995841.532922,1742995842.640768,65,58.67,"558,209.343097802",4465674.74,9514.00,1107.846
1742995842.640768,1742995843.767502,87,77.21,"734,617.0316485977",5876936.25,9514.00,1126.734
1742995843.767502,1742995845.167552,110,78.57,"747,501.9150561924",5980015.32,9514.00,1400.050
1742995845.167552,1742995846.301503,137,120.82,"1,149,448.3085681966",9195586.47,9514.00,1133.951
1742995846.301503,1742995847.422149,32,28.55,"271,671.8749943089",2173375.00,9514.00,1120.646
1742995847.422149,1742995848.536832,83,74.46,"708,418.3510963955",5667346.81,9514.00,1114.683
1742995848.536832,1742995849.693204,80,69.18,"658,196.593005407",5265572.74,9514.00,1156.372
1742995849.693204,1742995850.826715,87,76.75,"730,224.895467462",5841799.16,9514.00,1133.511
1742995850.826715,1742995851.962148,98,86.31,"821,159.8870154677",6569279.10,9514.00,1135.433
1742995851.962148,1742995853.45037,105,70.55,"671,250.605069868",5370004.84,9514.00,1488.222
1742995853.45037,1742995854.629986,74,62.73,"596,834.9151446702",4774679.32,9514.00,1179.616
1742995854.629986,1742995855.746037,149,133.51,"1,270,180.3524597115",10161442.82,9514.00,1116.051
1742995855.746037,1742995856.847961,90,81.68,"777,059.0754259592",6216472.60,9514.00,1101.924
1742995856.847961,1742995857.950646,80,72.55,"690,242.4695026763",5521939.76,9514.00,1102.685
1742995857.950646,1742995859.110603,23,19.83,"188,646.62038188256",1509172.96,9514.00,1159.957
1742995859.110603,1742995860.292162,49,41.47,"394,551.65607285337",3156413.25,9514.00,1181.559
1742995860.292162,1742995861.442921,115,99.93,"950,772.5052723088",7606180.04,9514.00,1150.759
1742995861.442921,1742995862.634694,49,41.12,"391,170.07272230415",3129360.58,9514.00,1191.773
1742995862.634694,1742995863.793503,119,102.69,"977,008.335422806",7816066.68,9514.00,1158.809
1742995863.793503,1742995864.960623,85,72.83,"692,893.630437305",5543149.04,9514.00,1167.120
1742995864.960623,1742995866.243212,16,12.47,"118,684.94497996866",949479.56,9514.00,1282.589
1742995866.243212,1742995867.347363,703,636.69,"6,057,452.2291934285",48459617.83,9514.00,1104.151
1742995867.347363,1742995868.452804,"1,072",969.75,"9,226,188.587052977",73809508.70,9514.00,1105.441
1742995868.452804,1742995869.558788,"1,214",1097.67,"10,443,185.694070902",83545485.55,9514.00,1105.984
1742995869.558788,1742995870.666634,938,846.69,"8,055,390.212703666",64443121.70,9514.00,1107.846
1742995870.666634,1742995871.839644,"1,026",874.67,"8,321,638.401665054",66573107.21,9514.00,1173.010
1742995871.839644,1742995872.940835,990,899.03,"8,553,338.725892182",68426709.81,9514.00,1101.191
1742995872.940835,1742995874.154502,489,402.91,"3,833,297.207887338",30666377.66,9514.00,1213.667
1742995874.154502,1742995875.258635,107,96.91,"921,988.4569639413",7375907.66,9514.00,1104.133
1742995875.258635,1742995876.42567,49,41.99,"399,461.9305820202",3195695.44,9514.00,1167.035
1742995876.42567,1742995877.660607,55,44.54,"423,721.9542900344",3389775.63,9514.00,1234.937
1742995877.660607,1742995878.8197,68,58.67,"558,153.70644489",4465229.65,9514.00,1159.093
1742995878.8197,1742995879.966357,73,63.66,"605,692.9020848217",4845543.22,9514.00,1146.657
1742995879.966357,1742995881.093803,68,60.31,"573,820.8629132109",4590566.90,9514.00,1127.446
1742995881.093803,1742995882.355739,15,11.89,"113,088.12710657812",904705.02,9514.00,1261.936
1742995882.355739,1742995883.58895,78,63.25,"601,756.000474049",4814048.00,9514.00,1233.211
1742995883.58895,1742995884.836535,162,129.85,"1,235,401.137465169",9883209.10,9514.00,1247.585
1742995884.836535,1742995886.034231,24,20.04,"190,646.04508767888",1525168.36,9514.00,1197.696
1742995886.034231,1742995887.728946,80,47.21,"449,113.8566968902",3592910.85,9514.00,1694.715
1742995887.728946,1742995888.838409,44,39.66,"377,314.0779670888",3018512.62,9514.00,1109.463
1742995888.838409,1742995890.000083,87,74.89,"712,521.7434873146",5700173.95,9514.00,1161.674
1742995890.000083,1742995891.133227,30,26.48,"251,883.22461664834",2015065.80,9514.00,1133.144
1742995891.133227,1742995892.233802,149,135.38,"1,288,041.285987055",10304330.29,9514.00,1100.575
1742995892.233802,1742995893.896397,98,58.94,"560,793.2064824924",4486345.65,9514.00,1662.595
1742995893.896397,1742995895.05012,68,58.94,"560,751.583499705",4486012.67,9514.00,1153.723
1742995895.05012,1742995896.342426,83,64.23,"611,048.801741003",4888390.41,9514.00,1292.306
1742995896.342426,1742995897.674549,57,42.79,"407,093.02612965874",3256744.21,9514.00,1332.123
1742995897.674549,1742995898.859566,19,16.03,"152,542.97596956012",1220343.81,9514.00,1185.017
1742995898.859566,1742995899.964895,101,91.38,"869,346.5638592554",6954772.51,9514.00,1105.329
1742995899.964895,1742995901.205737,60,48.35,"460,042.4165001271",3680339.33,9514.00,1240.842
1742995901.205737,1742995902.326447,148,132.06,"1,256,410.7847316447",10051286.28,9514.00,1120.710
1742995902.326447,1742995903.452526,104,92.36,"878,673.6343711929",7029389.07,9514.00,1126.079
1742995903.452526,1742995904.554611,128,116.14,"1,104,989.3048228018",8839914.44,9514.00,1102.085
1742995904.554611,1742995905.673294,25,22.35,"212,616.06620664493",1700928.53,9514.00,1118.683
1742995905.673294,1742995907.007026,133,99.72,"948,737.9058329015",7589903.25,9514.00,1333.732
1742995907.007026,1742995908.225359,49,40.22,"382,642.51049625844",3061140.08,9514.00,1218.333
1742995908.225359,1742995909.557553,58,43.54,"414,212.91701253504",3313703.34,9514.00,1332.194
1742995909.557553,1742995910.662892,29,26.24,"249,612.09859261865",1996896.79,9514.00,1105.339
1742995910.662892,1742995911.882629,93,76.25,"725,404.0293630876",5803232.23,9514.00,1219.737
1742995911.882629,1742995913.228634,116,86.18,"819,925.5091299261",6559404.07,9514.00,1346.005
1742995913.228634,1742995914.381396,63,54.65,"519,952.9765722433",4159623.81,9514.00,1152.762
1742995914.381396,1742995915.535026,159,137.83,"1,311,274.8247617374",10490198.60,9514.00,1153.630
1742995915.535026,1742995916.714374,99,83.94,"798,649.7678670199",6389198.14,9514.00,1179.348
1742995916.714374,1742995917.826837,99,88.99,"846,667.2618958219",6773338.10,9514.00,1112.463
1742995917.826837,1742995918.934955,125,112.80,"1,073,216.2048012998",8585729.64,9514.00,1108.118
1742995918.934955,1742995920.054701,51,45.55,"433,324.97708022647",3466599.82,9514.00,1119.746
1742995920.054701,1742995921.190876,99,87.13,"828,997.3539494483",6631978.83,9514.00,1136.175
1742995921.190876,1742995927.212873,47,7.80,"74,254.1057161655",594032.85,9514.00,6021.997
1742995927.212873,1742995930.717525,13,3.71,"35,290.80752587694",282326.46,9514.00,3504.652
1742995930.717525,1742995932.240257,18,11.82,"112,463.64942449279",899709.20,9514.00,1522.732
1742995932.240257,1742995933.530076,32,24.81,"235,186.4870140685",1881491.90,9479.62,1289.819
1742995933.530076,1742995934.832797,107,82.14,"780,748.8952783378",6245991.16,9505.59,1302.721
1742995934.832797,1742995936.765785,49,25.35,"241,173.777214516",1929390.22,9514.00,1932.988
1742995936.765785,1742995937.923751,119,102.77,"977,719.4374606485",7821755.50,9514.00,1157.966
1742995937.923751,1742995939.062315,34,29.86,"284,108.7866303785",2272870.29,9514.00,1138.564
1742995939.062315,1742995940.168329,122,110.31,"1,049,451.4409875146",8395611.53,9514.00,1106.014
1742995940.168329,1742995941.2765,416,375.39,"3,571,492.1698672506",28571937.36,9514.00,1108.171
1742995941.2765,1742995942.379269,690,625.70,"5,952,888.2360073235",47623105.89,9514.00,1102.769
1742995942.379269,1742995943.515128,874,769.46,"7,320,658.556856246",58565268.45,9514.00,1135.859
1742995943.515128,1742995944.62413,858,773.67,"7,360,682.095905572",58885456.77,9514.00,1109.002
1742995944.62413,1742995945.836602,930,767.03,"7,297,504.8310286",58380038.65,9514.00,1212.472
1742995945.836602,1742995946.936997,130,118.14,"1,123,978.2443740952",8991825.95,9514.00,1100.395
1742995946.936997,1742995948.192092,179,142.62,"1,356,874.1753951656",10854993.40,9514.00,1255.095
1742995948.192092,1742995949.538452,126,93.59,"890,374.0666143325",7122992.53,9514.00,1346.360
1742995949.538452,1742995950.818161,205,160.19,"1,524,072.9310260348",12192583.45,9514.00,1279.709
1742995950.818161,1742995951.967775,145,126.13,"1,199,993.9850898962",9599951.88,9514.00,1149.614
1742995951.967775,1742995953.160983,56,46.93,"446,513.94332461414",3572111.55,9514.00,1193.208
1742995953.160983,1742995954.269684,160,144.31,"1,372,994.1731815787",10983953.39,9514.00,1108.701
1742995954.269684,1742995955.465133,79,66.08,"628,722.8299339699",5029782.64,9514.00,1195.449
1742995955.465133,1742995956.597989,63,55.61,"529,089.2495612478",4232714.00,9514.00,1132.856
1742995956.597989,1742995957.826254,170,138.41,"1,316,800.7327111976",10534405.86,9514.00,1228.265
1742995957.826254,1742995959.087499,99,78.49,"746,790.6638495513",5974325.31,9514.00,1261.245
1742995959.087499,1742995960.608502,184,120.97,"1,150,935.265032685",9207482.12,9514.00,1521.003
1742995960.608502,1742995961.788937,157,133.00,"1,265,379.0944791303",10123032.76,9514.00,1180.435
1742995961.788937,1742995962.972967,196,165.54,"1,574,913.0404582515",12599304.32,9514.00,1184.030
1742995962.972967,1742995964.148831,129,109.71,"1,043,748.2732471318",8349986.19,9514.00,1175.864
1742995964.148831,1742995965.280233,54,47.73,"454,087.93061808334",3632703.44,9514.00,1131.402
1742995965.280233,1742995966.438872,72,62.14,"591,217.7012361912",4729741.61,9514.00,1158.639
1742995966.438872,1742995967.621669,74,62.56,"595,229.804201967",4761838.43,9514.00,1182.797
1742995967.621669,1742995968.724523,463,419.82,"3,994,165.9968649102",31953327.97,9514.00,1102.854
1742995968.724523,1742995969.867997,869,759.96,"7,230,306.0552330585",57842448.44,9514.00,1143.474
1742995969.867997,1742995970.973414,405,366.38,"3,485,716.2085429495",27885729.67,9514.00,1105.417
1742995970.973414,1742995972.082308,173,156.01,"1,484,291.4084977573",11874331.27,9514.00,1108.894
1742995972.082308,1742995973.202546,56,49.99,"475,599.0085459171",3804792.07,9514.00,1120.238
1742995973.202546,1742995974.305021,108,97.96,"932,004.66676182",7456037.33,9514.00,1102.475
1742995974.305021,1742995975.453901,63,54.84,"521,709.83693039196",4173678.70,9514.00,1148.880
1742995975.453901,1742995976.655631,60,49.93,"475,015.18134298705",3800121.45,9514.00,1201.730
1742995976.655631,1742995977.761612,44,39.78,"378,502.0249253043",3028016.20,9514.00,1105.981
1742995977.761612,1742995978.904397,76,66.50,"632,720.900464576",5061767.20,9514.00,1142.785
1742995978.904397,1742995980.020123,56,50.19,"477,522.2615700941",3820178.09,9514.00,1115.726
1742995980.020123,1742995981.22325,78,64.83,"616,802.7624245979",4934422.10,9514.00,1203.127
1742995981.22325,1742995982.419905,53,44.29,"421,376.24064066814",3371009.93,9514.00,1196.655
1742995982.419905,1742995983.586448,66,56.58,"538,277.6256747621",4306221.01,9514.00,1166.543
1742995983.586448,1742995984.890188,56,42.95,"408,658.1603392071",3269265.28,9514.00,1303.740
1742995984.890188,1742995986.425779,36,23.44,"223,043.74798408133",1784349.98,9514.00,1535.591
1742995986.425779,1742995987.541792,58,51.97,"494,449.52086063847",3955596.17,9514.00,1116.013
1742995987.541792,1742995988.79645,48,38.26,"363,981.2649373852",2911850.12,9514.00,1254.658
1742995988.79645,1742995989.919984,92,81.88,"779,048.8246761129",6232390.60,9514.00,1123.534
1742995989.919984,1742995991.096506,66,56.10,"533,712.0692857972",4269696.55,9514.00,1176.522
1742995991.096506,1742995992.218952,96,85.53,"813,708.7619660574",6509670.10,9514.00,1122.446
1742995992.218952,1742995993.328801,72,64.87,"617,208.3001647246",4937666.40,9514.00,1109.849
1742995993.328801,1742995994.437467,60,54.12,"514,888.98055368045",4119111.84,9514.00,1108.666
1742995994.437467,1742995995.541243,77,69.76,"663,701.7062726317",5309613.65,9514.00,1103.776
1742995995.541243,1742995996.710432,52,44.48,"423,137.75619981834",3385102.05,9514.00,1169.189
1742995996.710432,1742995997.851642,63,55.20,"525,216.2911539573",4201730.33,9514.00,1141.210
1742995997.851642,1742995999.034785,86,72.69,"691,551.1514276583",5532409.21,9514.00,1183.143
1742995999.034785,1742996000.140323,96,86.84,"826,153.5014899842",6609228.01,9514.00,1105.538
1742996000.140323,1742996001.310455,84,71.79,"682,979.2626778514",5463834.10,9514.00,1170.132
1742996001.310455,1742996002.428719,34,30.40,"289,266.23016033595",2314129.84,9514.00,1118.264
1742996002.428719,1742996003.538197,84,75.71,"720,317.1241666466",5762536.99,9514.00,1109.478
1742996003.538197,1742996004.662621,40,35.57,"338,448.84716770536",2707590.78,9514.00,1124.424
1742996004.662621,1742996010.99003,111,17.54,"166,409.66233934963",1331277.30,9485.96,6327.409
1742996010.99003,1742996011.092444,4,3.64,239.99999999999997,1920.00,66.00,102.414
