DNS.aa,DNS.ad,DNS.an,DNS.ancount,DNS.ar,DNS.arcount,DNS.cd,DNS.id,DNS.length,DNS.ns,DNS.nscount,DNS.opcode,DNS.qd,DNS.qdcount,DNS.qr,DNS.ra,DNS.rcode,DNS.rd,DNS.tc,DNS.z,Ether.dst,Ether.src,Ether.type,IP.chksum,IP.dst,IP.flags,IP.frag,IP.id,IP.ihl,IP.len,IP.options,IP.proto,IP.src,IP.tos,IP.ttl,IP.version,IPv4,TCP.ack,TCP.chksum,TCP.dataofs,TCP.dport,TCP.flags,TCP.options,TCP.reserved,TCP.seq,TCP.sport,TCP.urgptr,TCP.window,UDP.chksum,UDP.dport,UDP.len,UDP.sport,packet_len,timestamp
,,,,,,,,,,,,,,,,,,,,00:00:0a:00:01:02,00:00:0a:00:01:01,2048,18272,00:00:0a:00:01:02,DF,0,47225,5,9500,,6,00:00:0a:00:01:01,0,64,4,,4257921081,18272,8,5001,DF,,0,258741236,44576,0,74,,,,,9514,1742994148.348382
,,,,,,,,,,,,,,,,,,,,00:00:0a:00:01:02,00:00:0a:00:01:01,2048,18271,00:00:0a:00:01:02,DF,0,47226,5,9500,,6,00:00:0a:00:01:01,0,64,4,,4257921081,18271,8,5001,DF,,0,258750684,44576,0,74,,,,,9514,1742994148.348385
,,,,,,,,,,,,,,,,,,,,00:00:0a:00:01:02,00:00:0a:00:01:01,2048,18270,00:00:0a:00:01:02,DF,0,47227,5,9500,,6,00:00:0a:00:01:01,0,64,4,,4257921081,18270,8,5001,DF,,0,258760132,44576,0,74,,,,,9514,1742994148.348391
,,,,,,,,,,,,,,,,,,,,00:00:0a:00:01:02,00:00:0a:00:01:01,2048,19561,00:00:0a:00:01:02,DF,0,47228,5,8208,,6,00:00:0a:00:01:01,0,64,4,,4257921081,19561,8,5001,DF,,0,258769580,44576,0,74,,,,,8222,1742994148.348395
,,,,,,,,,,,,,,,,,,,,00:00:0a:00:01:02,00:00:0a:00:01:01,2048,18268,00:00:0a:00:01:02,DF,0,47229,5,9500,,6,00:00:0a:00:01:01,0,64,4,,4257921081,18268,8,5001,DF,,0,258777736,44576,0,74,,,,,9514,1742994149.268681
,,,,,,,,,,,,,,,,,,,,00:00:0a:00:01:02,00:00:0a:00:01:01,2048,18267,00:00:0a:00:01:02,DF,0,47230,5,9500,,6,00:00:0a:00:01:01,0,64,4,,4257921081,18267,8,5001,DF,,0,258787184,44576,0,74,,,,,9514,1742994149.268687
,,,,,,,,,,,,,,,,,,,,00:00:0a:00:01:02,00:00:0a:00:01:01,2048,18266,00:00:0a:00:01:02,DF,0,47231,5,9500,,6,00:00:0a:00:01:01,0,64,4,,4257921081,18266,8,5001,DF,,0,258796632,44576,0,74,,,,,9514,1742994149.268708
,,,,,,,,,,,,,,,,,,,,00:00:0a:00:01:02,00:00:0a:00:01:01,2048,18265,00:00:0a:00:01:02,DF,0,47232,5,9500,,6,00:00:0a:00:01:01,0,64,4,,4257921081,18265,8,5001,DF,,0,258806080,44576,0,74,,,,,9514,1742994149.268709
,,,,,,,,,,,,,,,,,,,,00:00:0a:00:01:02,00:00:0a:00:01:01,2048,18264,00:00:0a:00:01:02,DF,0,47233,5,9500,,6,00:00:0a:00:01:01,0,64,4,,4257921081,18264,8,5001,DF,,0,258815528,44576,0,74,,,,,9514,1742994149.268720
,,,,,,,,,,,,,,,,,,,,00:00:0a:00:01:02,00:00:0a:00:01:01,2048,18263,00:00:0a:00:01:02,DF,0,47234,5,9500,,6,00:00:0a:00:01:01,0,64,4,,4257921081,18263,8,5001,DF,,0,258824976,44576,0,74,,,,,9514,1742994149.268722
,,,,,,,,,,,,,,,,,,,,00:00:0a:00:01:02,00:00:0a:00:01:01,2048,18262,00:00:0a:00:01:02,DF,0,47235,5,9500,,6,00:00:0a:00:01:01,0,64,4,,4257921081,18262,8,5001,DF,,0,258834424,44576,0,74,,,,,9514,1742994149.268736
,,,,,,,,,,,,,,,,,,,,00:00:0a:00:01:02,00:00:0a:00:01:01,2048,18261,00:00:0a:00:01:02,DF,0,47236,5,9500,,6,00:00:0a:00:01:01,0,64,4,,4257921081,18261,8,5001,DF,,0,258843872,44576,0,74,,,,,9514,1742994149.268738
,,,,,,,,,,,,,,,,,,,,00:00:0a:00:01:02,00:00:0a:00:01:01,2048,18260,00:00:0a:00:01:02,DF,0,47237,5,9500,,6,00:00:0a:00:01:01,0,64,4,,4257921081,18260,8,5001,DF,,0,258853320,44576,0,74,,,,,9514,1742994149.268748
,,,,,,,,,,,,,,,,,,,,00:00:0a:00:01:02,00:00:0a:00:01:01,2048,18259,00:00:0a:00:01:02,DF,0,47238,5,9500,,6,00:00:0a:00:01:01,0,64,4,,4257921081,18259,8,5001,DF,,0,258862768,44576,0,74,,,,,9514,1742994149.268750
,,,,,,,,,,,,,,,,,,,,00:00:0a:00:01:02,00:00:0a:00:01:01,2048,18258,00:00:0a:00:01:02,DF,0,47239,5,9500,,6,00:00:0a:00:01:01,0,64,4,,4257921081,18258,8,5001,DF,,0,258872216,44576,0,74,,,,,9514,1742994149.268756
,,,,,,,,,,,,,,,,,,,,00:00:0a:00:01:02,00:00:0a:00:01:01,2048,18257,00:00:0a:00:01:02,DF,0,47240,5,9500,,6,00:00:0a:00:01:01,0,64,4,,4257921081,18257,8,5001,DF,,0,258881664,44576,0,74,,,,,9514,1742994149.268758
,,,,,,,,,,,,,,,,,,,,00:00:0a:00:01:02,00:00:0a:00:01:01,2048,18256,00:00:0a:00:01:02,DF,0,47241,5,9500,,6,00:00:0a:00:01:01,0,64,4,,4257921081,18256,8,5001,DF,,0,258891112,44576,0,74,,,,,9514,1742994149.268765
,,,,,,,,,,,,,,,,,,,,00:00:0a:00:01:02,00:00:0a:00:01:01,2048,19547,00:00:0a:00:01:02,DF,0,47242,5,8208,,6,00:00:0a:00:01:01,0,64,4,,4257921081,19547,8,5001,DF,,0,258900560,44576,0,74,,,,,8222,1742994149.564930
,,,,,,,,,,,,,,,,,,,,00:00:0a:00:01:02,00:00:0a:00:01:01,2048,18254,00:00:0a:00:01:02,DF,0,47243,5,9500,,6,00:00:0a:00:01:01,0,64,4,,4257921081,18254,8,5001,DF,,0,258908716,44576,0,74,,,,,9514,1742994150.266273
,,,,,,,,,,,,,,,,,,,,00:00:0a:00:01:02,00:00:0a:00:01:01,2048,18253,00:00:0a:00:01:02,DF,0,47244,5,9500,,6,00:00:0a:00:01:01,0,64,4,,4257921081,18253,8,5001,DF,,0,258918164,44576,0,74,,,,,9514,1742994150.266330
,,,,,,,,,,,,,,,,,,,,00:00:0a:00:01:02,00:00:0a:00:01:01,2048,18252,00:00:0a:00:01:02,DF,0,47245,5,9500,,6,00:00:0a:00:01:01,0,64,4,,4257921081,18252,8,5001,DF,,0,258927612,44576,0,74,,,,,9514,1742994150.266349
,,,,,,,,,,,,,,,,,,,,00:00:0a:00:01:02,00:00:0a:00:01:01,2048,18251,00:00:0a:00:01:02,DF,0,47246,5,9500,,6,00:00:0a:00:01:01,0,64,4,,4257921081,18251,8,5001,DF,,0,258937060,44576,0,74,,,,,9514,1742994150.266351
,,,,,,,,,,,,,,,,,,,,00:00:0a:00:01:02,00:00:0a:00:01:01,2048,18250,00:00:0a:00:01:02,DF,0,47247,5,9500,,6,00:00:0a:00:01:01,0,64,4,,4257921081,18250,8,5001,DF,,0,258946508,44576,0,74,,,,,9514,1742994150.266359
,,,,,,,,,,,,,,,,,,,,00:00:0a:00:01:02,00:00:0a:00:01:01,2048,18249,00:00:0a:00:01:02,DF,0,47248,5,9500,,6,00:00:0a:00:01:01,0,64,4,,4257921081,18249,8,5001,DF,,0,258955956,44576,0,74,,,,,9514,1742994150.266361
,,,,,,,,,,,,,,,,,,,,00:00:0a:00:01:02,00:00:0a:00:01:01,2048,18248,00:00:0a:00:01:02,DF,0,47249,5,9500,,6,00:00:0a:00:01:01,0,64,4,,4257921081,18248,8,5001,DF,,0,258965404,44576,0,74,,,,,9514,1742994150.266371
,,,,,,,,,,,,,,,,,,,,00:00:0a:00:01:02,00:00:0a:00:01:01,2048,18247,00:00:0a:00:01:02,DF,0,47250,5,9500,,6,00:00:0a:00:01:01,0,64,4,,4257921081,18247,8,5001,DF,,0,258974852,44576,0,74,,,,,9514,1742994150.266373
,,,,,,,,,,,,,,,,,,,,00:00:0a:00:01:02,00:00:0a:00:01:01,2048,18246,00:00:0a:00:01:02,DF,0,47251,5,9500,,6,00:00:0a:00:01:01,0,64,4,,4257921081,18246,8,5001,DF,,0,258984300,44576,0,74,,,,,9514,1742994150.266380
,,,,,,,,,,,,,,,,,,,,00:00:0a:00:01:02,00:00:0a:00:01:01,2048,18245,00:00:0a:00:01:02,DF,0,47252,5,9500,,6,00:00:0a:00:01:01,0,64,4,,4257921081,18245,8,5001,DF,,0,258993748,44576,0,74,,,,,9514,1742994150.266381
,,,,,,,,,,,,,,,,,,,,00:00:0a:00:01:02,00:00:0a:00:01:01,2048,18244,00:00:0a:00:01:02,DF,0,47253,5,9500,,6,00:00:0a:00:01:01,0,64,4,,4257921081,18244,8,5001,DF,,0,259003196,44576,0,74,,,,,9514,1742994150.266386
,,,,,,,,,,,,,,,,,,,,00:00:0a:00:01:02,00:00:0a:00:01:01,2048,18243,00:00:0a:00:01:02,DF,0,47254,5,9500,,6,00:00:0a:00:01:01,0,64,4,,4257921081,18243,8,5001,DF,,0,259012644,44576,0,74,,,,,9514,1742994150.266387
,,,,,,,,,,,,,,,,,,,,00:00:0a:00:01:02,00:00:0a:00:01:01,2048,18242,00:00:0a:00:01:02,DF,0,47255,5,9500,,6,00:00:0a:00:01:01,0,64,4,,4257921081,18242,8,5001,DF,,0,259022092,44576,0,74,,,,,9514,1742994150.266391
,,,,,,,,,,,,,,,,,,,,00:00:0a:00:01:02,00:00:0a:00:01:01,2048,19533,00:00:0a:00:01:02,DF,0,47256,5,8208,,6,00:00:0a:00:01:01,0,64,4,,4257921081,19533,8,5001,DF,,0,259031540,44576,0,74,,,,,8222,1742994150.266393
,,,,,,,,,,,,,,,,,,,,00:00:0a:00:01:02,00:00:0a:00:01:01,2048,18240,00:00:0a:00:01:02,DF,0,47257,5,9500,,6,00:00:0a:00:01:01,0,64,4,,4257921081,18240,8,5001,DF,,0,259039696,44576,0,74,,,,,9514,1742994151.266649
,,,,,,,,,,,,,,,,,,,,00:00:0a:00:01:02,00:00:0a:00:01:01,2048,18239,00:00:0a:00:01:02,DF,0,47258,5,9500,,6,00:00:0a:00:01:01,0,64,4,,4257921081,18239,8,5001,DF,,0,259049144,44576,0,74,,,,,9514,1742994151.273470
,,,,,,,,,,,,,,,,,,,,00:00:0a:00:01:02,00:00:0a:00:01:01,2048,18238,00:00:0a:00:01:02,DF,0,47259,5,9500,,6,00:00:0a:00:01:01,0,64,4,,4257921081,18238,8,5001,DF,,0,259058592,44576,0,74,,,,,9514,1742994151.273542
,,,,,,,,,,,,,,,,,,,,00:00:0a:00:01:02,00:00:0a:00:01:01,2048,18237,00:00:0a:00:01:02,DF,0,47260,5,9500,,6,00:00:0a:00:01:01,0,64,4,,4257921081,18237,8,5001,DF,,0,259068040,44576,0,74,,,,,9514,1742994151.273549
,,,,,,,,,,,,,,,,,,,,00:00:0a:00:01:02,00:00:0a:00:01:01,2048,18236,00:00:0a:00:01:02,DF,0,47261,5,9500,,6,00:00:0a:00:01:01,0,64,4,,4257921081,18236,8,5001,DF,,0,259077488,44576,0,74,,,,,9514,1742994151.273565
,,,,,,,,,,,,,,,,,,,,00:00:0a:00:01:02,00:00:0a:00:01:01,2048,18235,00:00:0a:00:01:02,DF,0,47262,5,9500,,6,00:00:0a:00:01:01,0,64,4,,4257921081,18235,8,5001,DF,,0,259086936,44576,0,74,,,,,9514,1742994151.273568
,,,,,,,,,,,,,,,,,,,,00:00:0a:00:01:02,00:00:0a:00:01:01,2048,18234,00:00:0a:00:01:02,DF,0,47263,5,9500,,6,00:00:0a:00:01:01,0,64,4,,4257921081,18234,8,5001,DF,,0,259096384,44576,0,74,,,,,9514,1742994151.273588
,,,,,,,,,,,,,,,,,,,,00:00:0a:00:01:02,00:00:0a:00:01:01,2048,18233,00:00:0a:00:01:02,DF,0,47264,5,9500,,6,00:00:0a:00:01:01,0,64,4,,4257921081,18233,8,5001,DF,,0,259105832,44576,0,74,,,,,9514,1742994151.273591
,,,,,,,,,,,,,,,,,,,,00:00:0a:00:01:02,00:00:0a:00:01:01,2048,18232,00:00:0a:00:01:02,DF,0,47265,5,9500,,6,00:00:0a:00:01:01,0,64,4,,4257921081,18232,8,5001,DF,,0,259115280,44576,0,74,,,,,9514,1742994151.273601
,,,,,,,,,,,,,,,,,,,,00:00:0a:00:01:02,00:00:0a:00:01:01,2048,18231,00:00:0a:00:01:02,DF,0,47266,5,9500,,6,00:00:0a:00:01:01,0,64,4,,4257921081,18231,8,5001,DF,,0,259124728,44576,0,74,,,,,9514,1742994151.273603
,,,,,,,,,,,,,,,,,,,,00:00:0a:00:01:02,00:00:0a:00:01:01,2048,18230,00:00:0a:00:01:02,DF,0,47267,5,9500,,6,00:00:0a:00:01:01,0,64,4,,4257921081,18230,8,5001,DF,,0,259134176,44576,0,74,,,,,9514,1742994151.273609
,,,,,,,,,,,,,,,,,,,,00:00:0a:00:01:02,00:00:0a:00:01:01,2048,18229,00:00:0a:00:01:02,DF,0,47268,5,9500,,6,00:00:0a:00:01:01,0,64,4,,4257921081,18229,8,5001,DF,,0,259143624,44576,0,74,,,,,9514,1742994151.273611
,,,,,,,,,,,,,,,,,,,,00:00:0a:00:01:02,00:00:0a:00:01:01,2048,18228,00:00:0a:00:01:02,DF,0,47269,5,9500,,6,00:00:0a:00:01:01,0,64,4,,4257921081,18228,8,5001,DF,,0,259153072,44576,0,74,,,,,9514,1742994151.273617
,,,,,,,,,,,,,,,,,,,,00:00:0a:00:01:02,00:00:0a:00:01:01,2048,19519,00:00:0a:00:01:02,DF,0,47270,5,8208,,6,00:00:0a:00:01:01,0,64,4,,4257921081,19519,8,5001,DF,,0,259162520,44576,0,74,,,,,8222,1742994151.273618
,,,,,,,,,,,,,,,,,,,,00:00:0a:00:01:02,00:00:0a:00:01:01,2048,18226,00:00:0a:00:01:02,DF,0,47271,5,9500,,6,00:00:0a:00:01:01,0,64,4,,4257921081,18226,8,5001,DF,,0,259170676,44576,0,74,,,,,9514,1742994152.263875
,,,,,,,,,,,,,,,,,,,,00:00:0a:00:01:02,00:00:0a:00:01:01,2048,18225,00:00:0a:00:01:02,DF,0,47272,5,9500,,6,00:00:0a:00:01:01,0,64,4,,4257921081,18225,8,5001,DF,,0,259180124,44576,0,74,,,,,9514,1742994152.263940
,,,,,,,,,,,,,,,,,,,,00:00:0a:00:01:02,00:00:0a:00:01:01,2048,18224,00:00:0a:00:01:02,DF,0,47273,5,9500,,6,00:00:0a:00:01:01,0,64,4,,4257921081,18224,8,5001,DF,,0,259189572,44576,0,74,,,,,9514,1742994152.263967
,,,,,,,,,,,,,,,,,,,,00:00:0a:00:01:02,00:00:0a:00:01:01,2048,18223,00:00:0a:00:01:02,DF,0,47274,5,9500,,6,00:00:0a:00:01:01,0,64,4,,4257921081,18223,8,5001,DF,,0,259199020,44576,0,74,,,,,9514,1742994152.263970
,,,,,,,,,,,,,,,,,,,,00:00:0a:00:01:02,00:00:0a:00:01:01,2048,18222,00:00:0a:00:01:02,DF,0,47275,5,9500,,6,00:00:0a:00:01:01,0,64,4,,4257921081,18222,8,5001,DF,,0,259208468,44576,0,74,,,,,9514,1742994152.263981
,,,,,,,,,,,,,,,,,,,,00:00:0a:00:01:02,00:00:0a:00:01:01,2048,18221,00:00:0a:00:01:02,DF,0,47276,5,9500,,6,00:00:0a:00:01:01,0,64,4,,4257921081,18221,8,5001,DF,,0,259217916,44576,0,74,,,,,9514,1742994152.263984
,,,,,,,,,,,,,,,,,,,,00:00:0a:00:01:02,00:00:0a:00:01:01,2048,18220,00:00:0a:00:01:02,DF,0,47277,5,9500,,6,00:00:0a:00:01:01,0,64,4,,4257921081,18220,8,5001,DF,,0,259227364,44576,0,74,,,,,9514,1742994152.263999
,,,,,,,,,,,,,,,,,,,,00:00:0a:00:01:02,00:00:0a:00:01:01,2048,18219,00:00:0a:00:01:02,DF,0,47278,5,9500,,6,00:00:0a:00:01:01,0,64,4,,4257921081,18219,8,5001,DF,,0,259236812,44576,0,74,,,,,9514,1742994152.264001
,,,,,,,,,,,,,,,,,,,,00:00:0a:00:01:02,00:00:0a:00:01:01,2048,18218,00:00:0a:00:01:02,DF,0,47279,5,9500,,6,00:00:0a:00:01:01,0,64,4,,4257921081,18218,8,5001,DF,,0,259246260,44576,0,74,,,,,9514,1742994152.264013
,,,,,,,,,,,,,,,,,,,,00:00:0a:00:01:02,00:00:0a:00:01:01,2048,18217,00:00:0a:00:01:02,DF,0,47280,5,9500,,6,00:00:0a:00:01:01,0,64,4,,4257921081,18217,8,5001,DF,,0,259255708,44576,0,74,,,,,9514,1742994152.264015
,,,,,,,,,,,,,,,,,,,,00:00:0a:00:01:02,00:00:0a:00:01:01,2048,18216,00:00:0a:00:01:02,DF,0,47281,5,9500,,6,00:00:0a:00:01:01,0,64,4,,4257921081,18216,8,5001,DF,,0,259265156,44576,0,74,,,,,9514,1742994152.264021
,,,,,,,,,,,,,,,,,,,,00:00:0a:00:01:02,00:00:0a:00:01:01,2048,18215,00:00:0a:00:01:02,DF,0,47282,5,9500,,6,00:00:0a:00:01:01,0,64,4,,4257921081,18215,8,5001,DF,,0,259274604,44576,0,74,,,,,9514,1742994152.264024
,,,,,,,,,,,,,,,,,,,,00:00:0a:00:01:02,00:00:0a:00:01:01,2048,18214,00:00:0a:00:01:02,DF,0,47283,5,9500,,6,00:00:0a:00:01:01,0,64,4,,4257921081,18214,8,5001,DF,,0,259284052,44576,0,74,,,,,9514,1742994152.264031
,,,,,,,,,,,,,,,,,,,,00:00:0a:00:01:02,00:00:0a:00:01:01,2048,19505,00:00:0a:00:01:02,DF,0,47284,5,8208,,6,00:00:0a:00:01:01,0,64,4,,4257921081,19505,8,5001,DF,,0,259293500,44576,0,74,,,,,8222,1742994152.264033
,,,,,,,,,,,,,,,,,,,,00:00:0a:00:01:02,00:00:0a:00:01:01,2048,18212,00:00:0a:00:01:02,DF,0,47285,5,9500,,6,00:00:0a:00:01:01,0,64,4,,4257921081,18212,8,5001,DF,,0,259301656,44576,0,74,,,,,9514,1742994153.263100
,,,,,,,,,,,,,,,,,,,,00:00:0a:00:01:02,00:00:0a:00:01:01,2048,18211,00:00:0a:00:01:02,DF,0,47286,5,9500,,6,00:00:0a:00:01:01,0,64,4,,4257921081,18211,8,5001,DF,,0,259311104,44576,0,74,,,,,9514,1742994153.263177
,,,,,,,,,,,,,,,,,,,,00:00:0a:00:01:02,00:00:0a:00:01:01,2048,18210,00:00:0a:00:01:02,DF,0,47287,5,9500,,6,00:00:0a:00:01:01,0,64,4,,4257921081,18210,8,5001,DF,,0,259320552,44576,0,74,,,,,9514,1742994153.263208
,,,,,,,,,,,,,,,,,,,,00:00:0a:00:01:02,00:00:0a:00:01:01,2048,18209,00:00:0a:00:01:02,DF,0,47288,5,9500,,6,00:00:0a:00:01:01,0,64,4,,4257921081,18209,8,5001,DF,,0,259330000,44576,0,74,,,,,9514,1742994153.263211
,,,,,,,,,,,,,,,,,,,,00:00:0a:00:01:02,00:00:0a:00:01:01,2048,18208,00:00:0a:00:01:02,DF,0,47289,5,9500,,6,00:00:0a:00:01:01,0,64,4,,4257921081,18208,8,5001,DF,,0,259339448,44576,0,74,,,,,9514,1742994153.263223
,,,,,,,,,,,,,,,,,,,,00:00:0a:00:01:02,00:00:0a:00:01:01,2048,18207,00:00:0a:00:01:02,DF,0,47290,5,9500,,6,00:00:0a:00:01:01,0,64,4,,4257921081,18207,8,5001,DF,,0,259348896,44576,0,74,,,,,9514,1742994153.263226
,,,,,,,,,,,,,,,,,,,,00:00:0a:00:01:02,00:00:0a:00:01:01,2048,18206,00:00:0a:00:01:02,DF,0,47291,5,9500,,6,00:00:0a:00:01:01,0,64,4,,4257921081,18206,8,5001,DF,,0,259358344,44576,0,74,,,,,9514,1742994153.263244
,,,,,,,,,,,,,,,,,,,,00:00:0a:00:01:02,00:00:0a:00:01:01,2048,18205,00:00:0a:00:01:02,DF,0,47292,5,9500,,6,00:00:0a:00:01:01,0,64,4,,4257921081,18205,8,5001,DF,,0,259367792,44576,0,74,,,,,9514,1742994153.263246
,,,,,,,,,,,,,,,,,,,,00:00:0a:00:01:02,00:00:0a:00:01:01,2048,18204,00:00:0a:00:01:02,DF,0,47293,5,9500,,6,00:00:0a:00:01:01,0,64,4,,4257921081,18204,8,5001,DF,,0,259377240,44576,0,74,,,,,9514,1742994153.263258
,,,,,,,,,,,,,,,,,,,,00:00:0a:00:01:02,00:00:0a:00:01:01,2048,18203,00:00:0a:00:01:02,DF,0,47294,5,9500,,6,00:00:0a:00:01:01,0,64,4,,4257921081,18203,8,5001,DF,,0,259386688,44576,0,74,,,,,9514,1742994153.263260
,,,,,,,,,,,,,,,,,,,,00:00:0a:00:01:02,00:00:0a:00:01:01,2048,18202,00:00:0a:00:01:02,DF,0,47295,5,9500,,6,00:00:0a:00:01:01,0,64,4,,4257921081,18202,8,5001,DF,,0,259396136,44576,0,74,,,,,9514,1742994153.263267
,,,,,,,,,,,,,,,,,,,,00:00:0a:00:01:02,00:00:0a:00:01:01,2048,18201,00:00:0a:00:01:02,DF,0,47296,5,9500,,6,00:00:0a:00:01:01,0,64,4,,4257921081,18201,8,5001,DF,,0,259405584,44576,0,74,,,,,9514,1742994153.263270
,,,,,,,,,,,,,,,,,,,,00:00:0a:00:01:02,00:00:0a:00:01:01,2048,18200,00:00:0a:00:01:02,DF,0,47297,5,9500,,6,00:00:0a:00:01:01,0,64,4,,4257921081,18200,8,5001,DF,,0,259415032,44576,0,74,,,,,9514,1742994153.263276
,,,,,,,,,,,,,,,,,,,,00:00:0a:00:01:02,00:00:0a:00:01:01,2048,19491,00:00:0a:00:01:02,DF,0,47298,5,8208,,6,00:00:0a:00:01:01,0,64,4,,4257921081,19491,8,5001,DF,,0,259424480,44576,0,74,,,,,8222,1742994153.263279
,,,,,,,,,,,,,,,,,,,,00:00:0a:00:01:02,00:00:0a:00:01:01,2048,18198,00:00:0a:00:01:02,DF,0,47299,5,9500,,6,00:00:0a:00:01:01,0,64,4,,4257921081,18198,8,5001,DF,,0,259432636,44576,0,74,,,,,9514,1742994154.264165
,,,,,,,,,,,,,,,,,,,,00:00:0a:00:01:02,00:00:0a:00:01:01,2048,18197,00:00:0a:00:01:02,DF,0,47300,5,9500,,6,00:00:0a:00:01:01,0,64,4,,4257921081,18197,8,5001,DF,,0,259442084,44576,0,74,,,,,9514,1742994154.267996
,,,,,,,,,,,,,,,,,,,,00:00:0a:00:01:02,00:00:0a:00:01:01,2048,18196,00:00:0a:00:01:02,DF,0,47301,5,9500,,6,00:00:0a:00:01:01,0,64,4,,4257921081,18196,8,5001,DF,,0,259451532,44576,0,74,,,,,9514,1742994154.268073
,,,,,,,,,,,,,,,,,,,,00:00:0a:00:01:02,00:00:0a:00:01:01,2048,18195,00:00:0a:00:01:02,DF,0,47302,5,9500,,6,00:00:0a:00:01:01,0,64,4,,4257921081,18195,8,5001,DF,,0,259460980,44576,0,74,,,,,9514,1742994154.268076
,,,,,,,,,,,,,,,,,,,,00:00:0a:00:01:02,00:00:0a:00:01:01,2048,18194,00:00:0a:00:01:02,DF,0,47303,5,9500,,6,00:00:0a:00:01:01,0,64,4,,4257921081,18194,8,5001,DF,,0,259470428,44576,0,74,,,,,9514,1742994154.268091
,,,,,,,,,,,,,,,,,,,,00:00:0a:00:01:02,00:00:0a:00:01:01,2048,18193,00:00:0a:00:01:02,DF,0,47304,5,9500,,6,00:00:0a:00:01:01,0,64,4,,4257921081,18193,8,5001,DF,,0,259479876,44576,0,74,,,,,9514,1742994154.268094
,,,,,,,,,,,,,,,,,,,,00:00:0a:00:01:02,00:00:0a:00:01:01,2048,18192,00:00:0a:00:01:02,DF,0,47305,5,9500,,6,00:00:0a:00:01:01,0,64,4,,4257921081,18192,8,5001,DF,,0,259489324,44576,0,74,,,,,9514,1742994154.268377
,,,,,,,,,,,,,,,,,,,,00:00:0a:00:01:02,00:00:0a:00:01:01,2048,18191,00:00:0a:00:01:02,DF,0,47306,5,9500,,6,00:00:0a:00:01:01,0,64,4,,4257921081,18191,8,5001,DF,,0,259498772,44576,0,74,,,,,9514,1742994154.268383
,,,,,,,,,,,,,,,,,,,,00:00:0a:00:01:02,00:00:0a:00:01:01,2048,18190,00:00:0a:00:01:02,DF,0,47307,5,9500,,6,00:00:0a:00:01:01,0,64,4,,4257921081,18190,8,5001,DF,,0,259508220,44576,0,74,,,,,9514,1742994154.268399
,,,,,,,,,,,,,,,,,,,,00:00:0a:00:01:02,00:00:0a:00:01:01,2048,18189,00:00:0a:00:01:02,DF,0,47308,5,9500,,6,00:00:0a:00:01:01,0,64,4,,4257921081,18189,8,5001,DF,,0,259517668,44576,0,74,,,,,9514,1742994154.268402
,,,,,,,,,,,,,,,,,,,,00:00:0a:00:01:02,00:00:0a:00:01:01,2048,18188,00:00:0a:00:01:02,DF,0,47309,5,9500,,6,00:00:0a:00:01:01,0,64,4,,4257921081,18188,8,5001,DF,,0,259527116,44576,0,74,,,,,9514,1742994154.268410
,,,,,,,,,,,,,,,,,,,,00:00:0a:00:01:02,00:00:0a:00:01:01,2048,18187,00:00:0a:00:01:02,DF,0,47310,5,9500,,6,00:00:0a:00:01:01,0,64,4,,4257921081,18187,8,5001,DF,,0,259536564,44576,0,74,,,,,9514,1742994154.268412
,,,,,,,,,,,,,,,,,,,,00:00:0a:00:01:02,00:00:0a:00:01:01,2048,18186,00:00:0a:00:01:02,DF,0,47311,5,9500,,6,00:00:0a:00:01:01,0,64,4,,4257921081,18186,8,5001,DF,,0,259546012,44576,0,74,,,,,9514,1742994154.268418
,,,,,,,,,,,,,,,,,,,,00:00:0a:00:01:02,00:00:0a:00:01:01,2048,19477,00:00:0a:00:01:02,DF,0,47312,5,8208,,6,00:00:0a:00:01:01,0,64,4,,4257921081,19477,8,5001,DF,,0,259555460,44576,0,74,,,,,8222,1742994154.268421
,,,,,,,,,,,,,,,,,,,,00:00:0a:00:01:02,00:00:0a:00:01:01,2048,18184,00:00:0a:00:01:02,DF,0,47313,5,9500,,6,00:00:0a:00:01:01,0,64,4,,4257921081,18184,8,5001,DF,,0,259563616,44576,0,74,,,,,9514,1742994155.267518
,,,,,,,,,,,,,,,,,,,,00:00:0a:00:01:02,00:00:0a:00:01:01,2048,18183,00:00:0a:00:01:02,DF,0,47314,5,9500,,6,00:00:0a:00:01:01,0,64,4,,4257921081,18183,8,5001,DF,,0,259573064,44576,0,74,,,,,9514,1742994155.277887
,,,,,,,,,,,,,,,,,,,,00:00:0a:00:01:02,00:00:0a:00:01:01,2048,18182,00:00:0a:00:01:02,DF,0,47315,5,9500,,6,00:00:0a:00:01:01,0,64,4,,4257921081,18182,8,5001,DF,,0,259582512,44576,0,74,,,,,9514,1742994155.277927
,,,,,,,,,,,,,,,,,,,,00:00:0a:00:01:02,00:00:0a:00:01:01,2048,18181,00:00:0a:00:01:02,DF,0,47316,5,9500,,6,00:00:0a:00:01:01,0,64,4,,4257921081,18181,8,5001,DF,,0,259591960,44576,0,74,,,,,9514,1742994155.277930
,,,,,,,,,,,,,,,,,,,,00:00:0a:00:01:02,00:00:0a:00:01:01,2048,18180,00:00:0a:00:01:02,DF,0,47317,5,9500,,6,00:00:0a:00:01:01,0,64,4,,4257921081,18180,8,5001,DF,,0,259601408,44576,0,74,,,,,9514,1742994155.277941
