Start Time,End Time,Packet Count,Packets/sec,Bytes/sec,Bits/sec,Average Packet Size,duration
1742970408.768495,1742970408.919676,13,85.99,"567,783.0539899921",4542264.43,6602.92,151.181
1742970408.919676,1742970409.057213,26,189.04,"1,729,832.6673230804",13838661.34,9150.62,137.537
1742970409.057213,1742970409.191699,87,646.91,"6,154,679.640600984",49237437.12,9514.00,134.486
1742970409.191699,1742970409.3965,61,297.85,"2,811,674.5900875204",22493396.72,9439.90,204.801
1742970409.3965,1742970409.531316,42,311.54,"2,963,952.3763031447",23711619.01,9514.00,134.816
1742970409.531316,1742970409.693491,83,511.79,"4,839,822.96815547",38718583.75,9456.60,162.175
1742970409.693491,1742970409.852737,57,357.94,"3,313,628.640490114",26509029.12,9257.58,159.246
1742970409.852737,1742970409.989051,10,73.36,"351,012.70639430656",2808101.65,4784.80,136.314
1742970409.989051,1742970410.124221,43,318.12,"2,921,580.6016820003",23372644.81,9183.95,135.170
1742970410.124221,1742970410.266101,67,472.23,"4,455,109.278744116",35640874.23,9434.18,141.880
1742970410.266101,1742970410.425358,56,351.63,"3,312,981.0625040233",26503848.50,9421.71,159.257
1742970410.425358,1742970410.564273,54,388.73,"3,670,444.319284925",29363554.55,9442.22,138.915
1742970410.564273,1742970410.701955,44,319.58,"3,002,920.620960033",24023364.97,9396.55,137.682
1742970410.701955,1742970410.862298,56,349.25,"3,290,547.292917608",26324378.34,9421.71,160.343
1742970410.862298,1742970411.010425,57,384.80,"3,562,360.127038903",28498881.02,9257.58,148.127
1742970411.010425,1742970411.175388,12,72.74,"405,399.9816506601",3243199.85,5573.00,164.963
1742970411.175388,1742970411.309997,89,661.17,"6,262,122.890998971",50096983.13,9471.21,134.609
1742970411.309997,1742970411.448291,58,419.40,"3,926,013.2213010327",31408105.77,9361.10,138.294
1742970411.448291,1742970411.582327,43,320.81,"3,013,627.123956975",24109016.99,9393.81,134.036
1742970411.582327,1742970411.721668,34,244.01,"2,293,651.789836065",18349214.32,9400.00,139.341
1742970411.721668,1742970411.890933,79,466.72,"4,394,611.172937774",35156889.38,9415.87,169.265
1742970411.890933,1742970412.038844,56,378.61,"3,567,116.3332129777",28536930.67,9421.71,147.911
1742970412.038844,1742970412.185195,37,252.82,"2,064,914.403440636",16519315.23,8167.62,146.351
1742970412.185195,1742970412.337437,12,78.82,"665,572.1576762316",5324577.26,8444.00,152.242
1742970412.337437,1742970412.471889,102,758.63,"7,172,606.208695005",57380849.67,9454.63,134.452
1742970412.471889,1742970412.637076,52,314.79,"2,959,774.977432149",23678199.82,9402.23,165.187
1742970412.637076,1742970412.78497,69,466.55,"4,403,811.957176458",35230495.66,9439.10,147.894
1742970412.78497,1742970412.928809,57,396.28,"3,725,265.3169082254",29802122.54,9400.67,143.839
1742970412.928809,1742970413.074492,57,391.26,"3,678,108.0532535566",29424864.43,9400.67,145.683
1742970413.074492,1742970413.214738,58,413.56,"3,763,018.7092075604",30104149.67,9099.10,140.246
1742970413.214738,1742970413.355883,10,70.85,"340,500.92522867204",2724007.40,4806.00,141.145
1742970413.355883,1742970413.490446,57,423.59,"4,004,497.2879682635",32035978.30,9453.65,134.563
1742970413.490446,1742970413.657253,107,641.46,"6,031,080.13690489",48248641.10,9402.11,166.807
1742970413.657253,1742970413.799353,56,394.09,"3,712,994.579392963",29703956.64,9421.71,142.100
1742970413.799353,1742970413.939612,56,399.26,"3,761,725.783184795",30093806.27,9421.71,140.259
1742970413.939612,1742970414.081389,56,394.99,"3,721,448.870042512",29771590.96,9421.71,141.777
1742970414.081389,1742970414.222804,56,396.00,"3,730,973.0606772793",29847784.49,9421.71,141.415
1742970414.222804,1742970414.393234,37,217.10,"1,773,174.3093273272",14185394.47,8167.62,170.430
1742970414.393234,1742970414.528788,68,501.64,"4,673,352.674003394",37386821.39,9316.06,135.554
1742970414.528788,1742970414.665107,56,410.80,"3,853,845.028461093",30830760.23,9381.29,136.319
1742970414.665107,1742970414.806652,56,395.63,"3,727,548.033654324",29820384.27,9421.71,141.545
1742970414.806652,1742970414.951804,63,434.03,"4,102,641.374456112",32821131.00,9452.48,145.152
1742970414.951804,1742970415.115146,64,391.82,"3,672,368.4262114186",29378947.41,9372.69,163.342
1742970415.115146,1742970415.25303,56,406.14,"3,826,516.957961572",30612135.66,9421.71,137.884
1742970415.25303,1742970415.388306,56,413.97,"3,900,297.3261048878",31202378.61,9421.71,135.276
1742970415.388306,1742970415.536821,17,114.47,"889,485.99413405",7115887.95,7770.71,148.515
1742970415.536821,1742970415.670879,27,201.41,"1,608,214.3710891372",12865714.97,7984.96,134.058
1742970415.670879,1742970415.823164,90,591.00,"5,579,061.939836863",44632495.52,9440.09,152.285
1742970415.823164,1742970415.991406,70,416.07,"3,920,068.0415725466",31360544.33,9421.71,168.242
1742970415.991406,1742970416.144918,57,371.31,"3,498,944.684255975",27991557.47,9423.33,153.512
1742970416.144918,1742970416.289086,69,478.61,"4,508,666.108509389",36069328.87,9420.38,144.168
1742970416.289086,1742970416.457321,70,416.09,"3,920,234.704518528",31361877.64,9421.71,168.235
1742970416.457321,1742970416.608655,56,370.04,"3,486,432.890366307",27891463.12,9421.71,151.334
1742970416.608655,1742970416.748768,16,114.19,"739,688.0711002813",5917504.57,6477.50,140.113
1742970416.748768,1742970416.896995,91,613.92,"5,639,526.760461888",45116214.08,9186.04,148.227
1742970416.896995,1742970417.067078,71,417.44,"3,925,976.2560879197",31407810.05,9404.82,170.083
1742970417.067078,1742970417.209244,69,485.35,"4,608,517.255777839",36868138.05,9495.28,142.166
1742970417.209244,1742970417.366057,57,363.49,"3,392,335.571538692",27138684.57,9332.67,156.813
1742970417.366057,1742970417.518793,70,458.31,"4,318,033.68301432",34544269.46,9421.71,152.736
1742970417.518793,1742970417.658357,55,394.09,"3,721,552.466164309",29772419.73,9443.53,139.564
1742970417.658357,1742970417.793221,32,237.28,"2,018,595.1369176945",16148761.10,8507.38,134.864
1742970417.793221,1742970417.931995,52,374.71,"3,403,607.870198949",27228862.96,9083.31,138.774
1742970417.931995,1742970418.082777,77,510.67,"4,805,835.441199444",38446683.53,9410.83,150.782
1742970418.082777,1742970418.225008,50,351.54,"3,326,391.865468687",26611134.92,9462.32,142.231
1742970418.225008,1742970418.375808,76,503.98,"4,734,880.959998482",37879047.68,9395.00,150.800
1742970418.375808,1742970418.530297,70,453.11,"4,269,040.6931142295",34152325.54,9421.71,154.489
1742970418.530297,1742970418.664966,55,408.41,"3,856,817.437369322",30854539.50,9443.53,134.669
1742970418.664966,1742970418.814332,70,468.65,"4,415,465.587547048",35323724.70,9421.71,149.366
1742970418.814332,1742970418.95949,30,206.67,"1,599,387.6749540519",12795101.40,7738.80,145.158
1742970418.95949,1742970419.096659,74,539.48,"5,102,964.886589911",40823719.09,9459.03,137.169
1742970419.096659,1742970419.252138,69,443.79,"4,188,978.5203963653",33511828.16,9439.10,155.479
1742970419.252138,1742970419.411711,42,263.20,"2,504,106.6113330685",20032852.89,9514.00,159.573
1742970419.411711,1742970419.555706,23,159.73,"1,519,649.4958896216",12157195.97,9514.00,143.995
1742970419.555706,1742970419.70044,38,262.55,"2,497,908.130241262",19983265.04,9514.00,144.734
1742970419.70044,1742970419.840372,109,778.95,"7,410,919.923914414",59287359.39,9514.00,139.932
1742970419.840372,1742970419.975824,18,132.89,"1,264,299.9692111094",10114399.75,9514.00,135.452
1742970419.975824,1742970420.117674,77,542.83,"5,088,177.844016929",40705422.75,9373.48,141.850
1742970420.117674,1742970420.252456,65,482.26,"4,200,818.2308231145",33606545.85,8710.68,134.782
1742970420.252456,1742970420.411057,67,422.44,"3,978,397.478900997",31827179.83,9417.58,158.601
1742970420.411057,1742970420.546015,42,311.21,"2,960,831.6272305693",23686653.02,9514.00,134.958
1742970420.546015,1742970420.689827,84,584.10,"5,476,235.10064308",43809880.81,9375.57,143.812
1742970420.689827,1742970420.856648,70,419.61,"3,953,459.026722958",31627672.21,9421.71,166.821
1742970420.856648,1742970421.013983,62,394.06,"3,708,061.4022678817",29664491.22,9409.81,157.335
1742970421.013983,1742970421.152824,80,576.20,"5,358,074.790681061",42864598.33,9299.00,138.841
1742970421.152824,1742970421.287776,35,259.35,"2,004,637.6713601754",16037101.37,7729.43,134.952
1742970421.287776,1742970421.460492,65,376.34,"3,558,062.64342242",28464501.15,9454.37,172.716
1742970421.460492,1742970421.606543,75,513.52,"4,823,693.007843835",38589544.06,9393.41,146.051
1742970421.606543,1742970421.757045,70,465.11,"4,382,135.432783473",35057083.46,9421.71,150.502
1742970421.757045,1742970421.912328,70,450.79,"4,247,213.857246386",33977710.86,9421.71,155.283
1742970421.912328,1742970422.070409,54,341.60,"3,217,260.9235521234",25738087.39,9418.30,158.081
1742970422.070409,1742970422.222644,38,249.61,"2,374,827.9047296876",18998623.24,9514.00,152.235
1742970422.222644,1742970422.404637,63,346.17,"3,236,640.8334804946",25893126.67,9349.94,181.993
1742970422.404637,1742970422.542037,73,531.30,"4,675,155.836771664",37401246.69,8799.53,137.400
1742970422.542037,1742970422.693838,33,217.39,"2,051,226.70353181",16409813.63,9435.70,151.801
1742970422.693838,1742970422.846201,95,623.51,"5,864,242.873759305",46913942.99,9405.20,152.363
1742970422.846201,1742970422.981468,69,510.10,"4,814,906.127938436",38519249.02,9439.10,135.267
1742970422.981468,1742970423.125501,47,326.31,"3,086,613.056548555",24692904.45,9459.02,144.033
1742970423.125501,1742970423.262855,33,240.25,"2,285,784.835139428",18286278.68,9514.00,137.354
1742970423.262855,1742970423.409526,101,688.62,"6,519,009.416059936",52152075.33,9466.83,146.671
1742970423.409526,1742970423.566359,31,197.66,"1,540,607.541554108",12324860.33,7794.13,156.833
