Start Time,End Time,Packet Count,Packets/sec,Bytes/sec,Bits/sec,Average Packet Size,duration
1742970408.768495,1742970409.29945,184,346.55,"3,199,451.024953008",25595608.20,9232.41,530.955
1742970409.29945,1742970409.819771,170,326.72,"3,091,821.3866755865",24734571.09,9463.18,520.321
1742970409.819771,1742970410.34506,163,310.31,"2,799,650.9268262573",22397207.41,9022.25,525.289
1742970410.34506,1742970410.913066,196,345.07,"3,251,121.730088579",26008973.84,9421.71,568.006
1742970410.913066,1742970411.434949,189,362.15,"3,305,058.7279006788",26440469.82,9126.21,521.883
1742970411.434949,1742970411.962768,197,373.23,"3,514,230.16130026",28113841.29,9415.62,527.819
1742970411.962768,1742970412.48128,186,358.72,"3,275,349.394739831",26202795.16,9130.69,518.512
1742970412.48128,1742970413.000652,199,383.16,"3,606,782.9014489506",28854263.21,9413.38,519.372
1742970413.000652,1742970413.518682,182,351.33,"3,191,105.2045204863",25528841.64,9082.90,518.030
1742970413.518682,1742970414.049047,233,439.32,"4,130,321.6470452845",33042573.18,9401.62,530.365
1742970414.049047,1742970414.575765,202,383.51,"3,509,537.0703820135",28076296.56,9151.17,526.718
1742970414.575765,1742970415.115146,212,393.04,"3,698,691.4617226147",29589531.69,9410.40,539.381
1742970415.115146,1742970415.63403,144,277.52,"2,483,714.1789356344",19869713.43,8949.72,518.884
1742970415.63403,1742970416.152182,233,449.68,"4,242,928.728017975",33943429.82,9435.55,518.152
1742970416.152182,1742970416.682659,200,377.02,"3,479,202.050419307",27833616.40,9228.18,530.477
1742970416.682659,1742970417.209244,238,451.97,"4,208,125.1278124545",33665001.02,9310.66,526.585
1742970417.209244,1742970417.755407,211,386.33,"3,630,611.560731875",29044892.49,9397.66,546.163
1742970417.755407,1742970418.273754,209,403.20,"3,717,908.6476378315",29743269.18,9220.89,518.347
1742970418.273754,1742970418.792796,239,460.46,"4,331,067.494935279",34648539.96,9405.88,519.042
1742970418.792796,1742970419.315534,206,394.08,"3,629,717.387305857",29037739.10,9210.64,522.738
1742970419.315534,1742970419.840372,184,350.58,"3,335,459.8897502874",26683679.12,9514.00,524.838
1742970419.840372,1742970420.375849,213,397.78,"3,657,072.6317567644",29256581.05,9193.79,535.477
